MESSAGE,WHO,WHAT,WHEN,WHERE,WHY,HOW,HOW MUCH
"[""@v1r3n could you consider merging this PR?\\r\\n\\r\\nWe really need HTTP tasks to support OAuth authentication\\r\\n\\r\\nIdeally we'd like to merge this feature here to avoid maintaining a separate dependency. I think this could be useful to others as well.\\r\\n""]",0.08678378357002207,0.9121308621516736,0,0,0.0008733316302277843,0,0
"[""Thanks for the pertinent comments @tommack \\r\\n\\r\\nRegarding your suggestions: \\r\\n\\r\\n1. You are right, maybe we could call this a JsonJqTransform ?\\r\\n2. I'm not sure about exposing the entire input data. That requires more complex processing in the query expression. A dedicated attribute gives some control of the data that gets passed to the processor.\\r\\n3. Good idea, I'll do that\\r\\n4. I'll fix that\\r\\n5. The issue I had is that using the JQ library, the result is always wrapped in a list even if the result of the query does not return a list. I think you need to know the type of result your query expression will be generating anyhow. We could implement something like you suggest but I feel the output will be more convoluted\\r\\n\\r\\n""]",0.011870351005369501,0.6474703875291299,0,0,6.648494678912422e-05,0.3405115613264421,0
"['1. done âœ… \\r\\n2. Maybe I\'m missing something but doing that, wouldn\'t the processor also receive the queryExpression parameter? I think its preferable to have some control on the data interpreted by the query no?\\r\\n3. done âœ… \\r\\n4. done âœ… \\r\\n5. The issue is that if you write some expression that does not return a list, somehow the Java jq lib still always wraps it in a list. For example, I was debugging my expression using the online tool (https://jqplay.org/) and it returns me the object I expect. But when the jq java library processes the result, it always wrap the result in a list. I think it\'s because you can optionally pass a list of transformations to the lib. That\'s why I need to ""unwrap"" that result. If you write an expression that returns a list, it will stay a list using the current code (because the jq lib will put that list in a list ðŸ˜± )\\r\\n\\r\\nPR : https://github.com/Netflix/conductor/pull/239']",0.0145378599694909,0.2543661791364473,0,0,0.06506649057511459,0.6629027177197641,0
[],0,0,0,0,0,0,0
"['This is a nice feature... is there any documentation for the usage? One of our API returns following JSON\\r\\n```\\r\\n{\\r\\n\xa0 \xa0 ""hits"": [\\r\\n\xa0 \xa0 \xa0 \xa0 {\\r\\n\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 ""_index"": ""mes$i$v2$lid_infor.daf.daf$mds_file$1.0$1561444341392"",\\r\\n\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 ""_type"": ""mds_file"",\\r\\n\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 ""_source"": {\\r\\n\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 ""LASTCHANGEDTS"": ""2018-11-06T10:01:10Z""\\r\\n\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 },\\r\\n\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 ""_id"": ""3_ax1"",\\r\\n\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 ""_score"": 4.491742\\r\\n\xa0 \xa0 \xa0 \xa0 },\\r\\n\xa0 \xa0 \xa0 \xa0 {\\r\\n\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 ""_index"": ""mes$i$v2$lid_infor.daf.daf$mds_file$1.0$1567159125621"",\\r\\n\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 ""_type"": ""mds_file"",\\r\\n\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 ""_source"": {\\r\\n\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 ""LASTCHANGEDTS"": ""2019-04-25T07:07:14.223Z""\\r\\n\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 },\\r\\n\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 ""_id"": ""3_ax2"",\\r\\n\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 ""_score"": 2.2275105\\r\\n\xa0 \xa0 \xa0 \xa0 }\\r\\n\xa0 \xa0 ]\\r\\n}\\r\\n```\\r\\nI used following task definition, but the workflow results in error. I tested JQ on jqplay.org and they work as expected.\\r\\n```\\r\\n{\\r\\n\xa0 \xa0 ""type"": ""JSON_JQ_TRANSFORM"",\\r\\n\xa0 \xa0 ""name"": ""transform"",\\r\\n\xa0 \xa0 ""taskReferenceName"": ""TransformSerchResult"",\\r\\n\xa0 \xa0 ""inputParameters"": {\\r\\n\xa0 \xa0 \xa0 \xa0 ""hits"": ""${search.output.response.body}"",\\r\\n\xa0 \xa0 \xa0 \xa0 ""queryExpression"": "".hits[] |=\xa0 { id: ._id, index: ._index, source: {created:._source.LASTCHANGEDTS} }""\\r\\n\xa0 \xa0 }\\r\\n}\\r\\n```\\r\\nAny suggestions ?']",0.0015754825069534365,0.08805259258588304,0,0.0007727551596319205,0,0.9093389791168087,0
['@v1r3n can you please review this very small change?\\r\\n\\r\\nit would be helpful for debugging HTTP tasks and also would allow to do some processing based on the reason phrase.'],0.9562603809546775,0.0436621886372378,0,0,0,4.2172044881556786e-05,0
['Hi @v1r3n\\r\\n\\r\\nCould you please review this very small PR ?\\r\\n\\r\\nit is a bit inconvenient having to update the `build.gradle` all the time when switching branches.'],0.17771536173103994,0.8219983427888073,0,3.175958463226653e-05,0,0.00021199433613361957,0
['@picaron can you send this against the `dev` branch?'],0.00028108849763789734,2.9909452213009773e-05,0,0.9996841297975001,0,0,0
"['How about not polling for tasks if the workers are busy?\xa0 So when the queue is full, the polling should be paused.\xa0 ']",0,0.003534151629821913,0,0,7.814187290832559e-05,0.9963094833578943,0
['@v1r3n\xa0 any comments?'],0.83523391135669,0.005342332091982539,0,0.15927345678874955,0,0,0
"[""what's the driving factor behind this change, if you don't mind my asking? DTO/DO separation tends to add a lot of complexity in my experience.""]",0.02494525388324857,0.6251294816891388,0,0,0.3460019043630876,0,0
"[""Hi @picaron \\r\\n\\r\\nI'm also interested in a SQL implementation for Conductor, so i was looking into your code.\\r\\n\\r\\nDid you try it with the Client provided?\\r\\n\\r\\nOn my tests it doesn't work, because it will always fail to Ack the task, due to the setUnackTimeout method always returning false.\\r\\n\\r\\nThanks,""]",0.013213538910462709,0.9865810221249818,0,0,0.00011519352705958602,5.700166956184499e-05,0
['Hi @luisnrkl \\r\\n\\r\\nI have added the missing implementation for `setUnackTimeout` and `processUnacks`\\r\\n\\r\\nCan you perform your tests again?\\r\\n\\r\\n\\r\\n\\r\\n'],0.507339842070402,0.4920702736832076,0,0,0,0.0003616051092438604,0
"['Hi @tommack \\r\\n\\r\\nI addressed all your comments and made a few improvements, can you please have another look when you get a chance?']",0.9343318818340408,0.044258612221097136,0.0043768749105125675,0,0,0.01676762223535928,0
['@v1r3n @tommack can you please review the PR again?\\r\\n\\r\\nWe addressed all comments raised by @tommack'],0.9974511305979643,0.0025338484639399967,0,0,0,0,0
['thanks @vikramsingh2104 \\r\\nwill you revert or I will create another PR ?'],0.9989685556048302,0.0005591196862193724,0,0.0002672459934338331,0,0.00011132574663217203,0
"['thanks @v1r3n \\r\\n\\r\\none more thing: the 1.8.0 release is currently unusable because of this issue, is it possible to make a new 1.8.1 release soon?']",0.009458139362391095,0,0.164945559821442,0,0.7333826064114177,0.08946050822168493,0
"['Hello @vikramsingh2104, do you have any update about this review? :)']",0.8123181704811897,0.02983606148875414,0.12309518021131999,0.0289553005053628,0,0,0
"['Hello @v1r3n @vikramsingh2104, do you have any news about this PR? :)']",0.9957004476549702,0.0017982282578805665,0.001989147746637566,0.00042404426906936796,0,0,0
['This could lead to huge reads - its quite possible that number of tasks over the period grows to large size (millions).\\r\\n\\r\\nHow about using indexing system in elasticsearch to get the tasks?\\r\\n\\r\\n@math29 what do you think about the above?'],0.00028726828152659455,3.445060496469544e-05,0,0,0.00011369456040464886,0.9995557247195026,0
"[""We don't wanna use elasticsearch on our side for now.\\r\\n\\r\\n@v1r3n what about using SSCAN for getTasks methods (adding 2 parameters to this method for pagination)?""]",0.9964915012158768,0.003349687235637432,0,7.873372250285734e-05,0,3.61408953000884e-05,0
['thanks @v1r3n \\r\\n\\r\\nare you going to create another 1.8.2 release candidate?'],0.9755434545362885,0.01889651056788228,0,0.0024241144416201855,0,0.0018165303472529263,0
['@v1r3n @vikramsingh2104 can you review/merge this one-liner PR?\\r\\n\\r\\nwe found out the latest Flyway version is not compatible with Percona XtraDB Cluster (a MySQL HA solution) in strict mode.\\r\\n\\r\\nso the only fix currently is to downgrade the Flyway v'],0.013233272194906887,0.9853838995550731,0,0,0,0.0009315152468447103,0
['@heajuenhwang can you send this PR against the `dev` branch?'],0.9998260335839122,2.63043561346475e-05,0,0.00010998550209439411,0,1.5459250437056762e-05,0
['@heajuenhwang can you open this PR against the dev branch?'],0.9995880040936315,0.00017174615745650196,0,0.00012969668836573003,0,4.675772851798583e-05,0
['@v1r3n @vikramsingh2104 any news on releasing a new RC soon?'],0.9981757118401783,0,0.0004251641195222749,0.0011128135955557404,0,0.00026370091361792975,0
['question on the 1) above - I am trying to understand the need for a separate redis-queue-persistence module.\xa0 How is it different from the queues already being used?'],0.0012542706885225637,0.07275444319137439,0,0,0.9257446762014833,8.875617984292404e-05,0
"['@v1r3n @vikramsingh2104 @pctreddy @cyzhao , any idea when this will be merged? Our production release depends on this. Thanks!']",0,0,1.6009888425988757e-05,0,0,0,0
['@pctreddy can you verify that you can create releases with upgraded gradle?'],0.8546140119418008,0.14483222144410654,0,0.00012479439685899842,0,0,0
['@nsiitk can you send the PR against the `dev` branch?'],0.7586225912375377,0.00644818360153322,0.002045900181067258,0.23217225601420127,0,0,0
"['Hi @v1r3n @cyzhao, any updates?']",0.9684428516004789,0,0.0038611778483198115,0.026443439115772075,0,0.0008412198644455154,0
['@huangyiminghappy can you send the PR against `dev` branch?'],0.9998818017459641,2.7428772617655948e-05,0,3.9384232977070945e-05,0,2.1524300613538988e-05,0
['@huangyiminghappy can you remove the `conductor.iml` and send the PR against `dev` branch?'],0.9952945221129121,0.004537601547623708,0,0.00013056491786330053,0,0,0
"[""I'm unable to reproduce the failure from CI. Any pointers or is that unrelated?""]",0.001206752514174135,0.9745101056510391,0,0,0.00048365597472772387,0.023121744127097887,0
['@rkrsingh can you open this PR agains the `dev` branch?'],0.9999269756164101,1.164089766090524e-05,0,2.0323412730912034e-05,0,2.0249509235284456e-05,0
['@mashurex do you want to add the rest of the stuff (module etc) and update the PR so it replaces the existing implementation?\\r\\n\\r\\n@picaron @pctreddy'],0.4646533478054546,0.5316618563977361,0.0021478597451959004,0,0,0.0010840177516910664,0
['@picaron and @v1r3n is there any chance we can get this reviewed and merged soon? Keeping it up to date and conflict free is getting a bit troublesome.'],0.8137356988432211,0.00039409419643285544,0.15508689596842026,0,0,0.03025399612271203,0
"[""@mashurex I agree, let's get this done asap. I think we are very close. Latest code looks good to me overall and all tests run fine but there is one remaining issue: the existing flyway migration script was modified so everyone upgrading will be getting a flyway conflict. Could you please put the changes in a new `V2__xyz.sql` migration file? You can for example add a `V2__update_queue_message.sql` file with an alter table statement in it. When flyway runs on a mysql database with the conductor schema already initialized, it will detect that that initial V1 migration was already done and it will apply the missing V2. Have a look at this page: https://flywaydb.org/getstarted/how ... it explains very clearly how flyway works. Ideally, I'd like to test running my workflows using your PR to make sure everything still works before we proceed with the merge.""]",0,0.020695183229818063,0.9060674614043643,0,0.03515444186013245,0.03588008761158748,0
"[""Sounds good. I will get the migrations fixed ASAP.\\nOn Sat, Apr 14, 2018 at 09:24 Pascal Chouinard <notifications@github.com>\\nwrote:\\n\\n> @mashurex <https://github.com/mashurex> I agree, let's get this done\\n> asap. I think we are very close.\\n>\\n> Latest code looks good to me overall and all tests run fine but there is\\n> one remaining issue: the existing flyway migration script was modified so\\n> everyone upgrading will be getting a flyway conflict.\\n>\\n> Could you please put the changes in a new V2__xyz.sql migration file? You\\n> can for example add a V2__update_queue_message.sql file with an alter\\n> table statement in it.\\n>\\n> Ideally, I'd like to test running my workflows using your PR to make sure\\n> everything still works before we proceed with the merge.\\n>\\n> â€”\\n> You are receiving this because you were mentioned.\\n> Reply to this email directly, view it on GitHub\\n> <https://github.com/Netflix/conductor/pull/426#issuecomment-381340988>,\\n> or mute the thread\\n> ""]",0.279065432379409,0.6208839441131485,0.09847222010231414,0.0006389262659463312,0,0,0
"['@mashurex is it possible to squash your commits into a single one? \\r\\n\\r\\nonce merged into the target repo, it would keep the commits history a bit cleaner']",0.3844568961352421,0.07552046498901374,0.022382217432926742,0,0,0.5140707536421423,0
['@v1r3n are ok with merging this?'],0.9993959178311462,4.596542842560745e-05,0,3.3374647603374256e-05,0,0.000470108236193211,0
"['wonderful, thanks @mashurex !\\r\\n\\r\\n@v1r3n can you merge this soon? to avoid our friend further rebasing his PR and managing conflicts ðŸ˜€ \\r\\n\\r\\nthanks in advance!\\r\\n']",0.7610547034987142,0.006889649955253036,0.22255938814044793,0.005172771813453932,0,0,0
"[""@v1r3n I'm not familiar with the `dependencies.lock` how can that be updated? \\r\\n\\r\\nis there a special command or we can just remove all references to sql2o from there?""]",0.011338737709199876,0.9884137683771126,0,0.00010527327181097174,0,9.448466611160133e-05,0
['seems @mashurex has addressed all the latest comments\\r\\n\\r\\ngood to merge @v1r3n ?'],0.7306145132362192,0.2684092261091971,0,0,0,0.00040433116517779604,0
"[""@pctreddy I'm sorry for contacting you like this but since you seem to be very active here I would like to know if there is anything I can do to get feedback for my PR?""]",0.9986654128545729,0.0002826107637929159,0,0.0006553507299939327,0.00020923281052451814,0,0
"['@v1r3n , @pctreddy\xa0 - anything else that needs to be done before this pull-request can be merged?']",0.4745457254653461,0.5208327271043581,0,0.00438317908228018,0,7.378065412130965e-05,0
['Any update about this PR? Could it be merged?'],0.030696289343010337,0.9654530991898301,0.002203438244874188,0,0,0.0010549470530457439,0
['can you help me review the pr in https://github.com/Netflix/conductor/pull/503?\xa0 Thanks'],0.011364866140154594,0.0018276468753888127,4.817935698300639e-06,0.9867874759364957,0,0,0
['@hunterford\xa0 Can you assign reviewers?'],0.8214668297358921,0.17832140693332493,0,0,0,0,0
['@zsimic Can you merge this branch?'],0.977708601324754,0.02171134161289806,0,0.0003434609965192291,0,0,0
['@pctreddy can you resolve the conflict so that can be merged?'],0.9957211345423653,0.00414500203268727,0,0,0,2.1004759564344297e-05,0
['Is there any document on the size limit of task output/input?'],0,0.5044247237171186,0,0.14994213889544425,0.02405546195258359,0.29753539091884856,0
"['hi ,apanicker-nflx ,can you help me review the https://github.com/Netflix/conductor/pull/496\xa0 pull request? thank you']",0.9971602943135477,0.002789344937898147,0,0,0,0,0
['@cyzhao\xa0 Can you review this changes?'],0.9908136016639175,0.009068966213654944,0,2.4901861456466173e-05,0,0,0
['@vmg can you take a look at the build issue?'],0.9220024206455285,0.07792251838765754,0,2.3204960209750792e-05,0,0,0
"['Hi @cyzhao , when you get a chance can you please review the PR?']",0,0,0.00030285512563950096,0,0,0,0
['@jvemugunta @cyzhao @v1r3n will it be possible to spend sometime on the PR and suggest if this is the right approach ?'],0.9989026493300779,0.0010127984874596441,3.586061284500882e-05,0,0,1.5666842838106936e-05,0
['@mstier-nflx can you please take a look at this PR? \\r\\n\\r\\nThanks.'],0.9998331845852388,0.00014287734829126664,0,0,0,6.804985858277743e-06,0
['@hunterford @mstier-nflx How do I get this merged?'],0.19818371994314943,0,0,0,0,0.8017345267021284,0
['@hunterford Any thoughts on this merge request?'],0.9987804001171781,0.001174638310057915,0,0,0,0,0
['@mstier-nflx or @hunterford : Can you please merge this PR?'],1.795850031443677e-05,0.012568218408963923,0,0,0,0,0
['Hi @v1r3n @cyzhao \\r\\n\\r\\nCan you please review the pull request? \\r\\n\\r\\nThank you\\r\\n\\r\\n\\r\\n'],0.1452089702381498,0.8547609070751049,0,0,0,0,0
['@hunterford I resolved the conflicts. Can you please re-approve and merge these changes when you get a chance?\\r\\n\\r\\nThanks.'],0.8963185676014683,0.08532262664896618,0.002887200302104195,0,0,0.01440654444925859,0
['@mstier-nflx or @cyzhao can you please merge this so I can avoid further conflicts?\\r\\n\\r\\nI appreciate it.'],0.9995964604739859,0.00013014335295680486,0.00011044498878712537,0,0,7.346841294260006e-05,0
"['@hunterford\xa0 @cyzhao @mstier-nflx\xa0 any feedbak, thoughts, etc? I have the redux upgrade behind this one done, and I am working on the React 16.4 and Router upgrade along with some elastic dash-boarding behind this and my other pull request.']",0.8274611181208388,0.17213555536140665,4.050970430844846e-05,0.0003221497688186782,0,0,0
['@pctreddy @cyzhao can you review this?'],0.7442827470403571,0.25541617636925934,0,0,0,0.00010500075682243634,0
"['@hunterford can I get a review on this one? I have the Redux / Routing / React upgrades almost done, but this is a base for those changes.']",0.9972800227595221,0.002519521188690101,0.00014149007283290356,0,0,0,0
"['I had a look to the travis log but I am not able to reproduce the error on my machine. `MySQLNonTransientConnectionException` can be thrown for several reasons, any possibility we can increment the `log level on travis`, use a `gradle scan` or add the full stacktrace?\\r\\n']",0.0004788026737609478,0.03450118181583779,0,0,0.3683380530758136,0.5959805480198446,0
"['@apanicker-nflx should I change the target branch? The major version would be a good time to put in the React 16+, React Router and Redux upgrades too.']",0.1369130398925442,0.8620388842474936,0,0,0.0005964376788041172,0.0001943256884651553,0
"['Hi @gorzell \\r\\n\\r\\nDid you look at the class MySQLWorkflowModule I have made changes few weeks back?\\r\\nIt addresses all of the properties you mentioned. I like your idea of separating MYSQL Configuration from code. However, Consider having\xa0 setMaximumPoolSize and setMinimumIdle settings. These are very critical for High Volume applications. \\r\\n\\r\\nHow can I test your code? what branch/repo I should pull from?\\r\\n\\r\\n\\r\\n```\\r\\nHikariDataSource dataSource = new HikariDataSource()']",0.013346287802929789,0.9844586655552031,0,0,0,0.0020780311417753503,0
['Can we get this reviewed for a merge?\xa0 I too have to maintain this change in a fork\\r\\n\\r\\nAlso looks like PR could use a rebase'],4.687530814196744e-05,0.9999447358231209,0,0,0,0,0
"['Hello, Can someone please review and merge the code?']",0.014861653113775134,0.9850579530076788,0,0,0,2.0089927257002698e-05,0
['@mashurex - Can you review this code? The current code has race conditions and I have addressed all of them.'],3.348905128052493e-05,0.0016595901577806146,0,0,0,0,0
"[""> @jvemugunta I incorporated your changes into my previous PR, the only difference is how I've setup the test harness. If you merged in my PR branch to yours I could just close it and we can use this PR to post both of our changes.\\r\\n\\r\\nok @mashurex , I will merge your changes into mine so that we work with one code base.\\r\\nIs all your code in this repo\\r\\nhttps://github.com/mashurex/conductor/tree/fix/754_mysql_timeout?\\r\\n ""]",0.9999425902750013,2.6557058200866056e-05,5.504277724168658e-06,1.3723649122539282e-05,0,0,0
"['@mashurex , Your branch is merged into this PR. Please review and let me know what you think. @mashurex and @picaron - Can we revisit the design of queue_message table? https://github.com/Netflix/dyno-queues/blob/dev/dyno-queues redis/src/main/java/com/netflix/dyno/queues/redis/RedisDynoQueue.java If you look at the push, pop and processUnacks methods - It separates unackTime time value from myQueueShard time value where as we are merging these two into deliver_on column. Can you design our implementation similar to REDIS? We are doing select and updates on queue_message table - This would require locks when selecting and updating data with high volume How about inserts and deletes - This way the code will be clean and runtime with MYSQL may be better. Your thoughts?']",0.0003231154074340874,0.9996560143266428,0,5.461052615864908e-06,0,1.1367160699366945e-05,0
['@mashurex @jvemugunta can you confirm that https://github.com/Netflix/conductor/pull/757 can be closed given it is merged into this one? also let us know when this PR is good to go then we will review and merge accordingly.'],0.07055756341360213,0.012489974456035807,0.9164679942730889,0.000248312630212491,0,0,0
"['Hi @joshlreese , Which branch your\xa0 code is running with?\\r\\n\\r\\nON DUPLICATE KEY UPDATE would not create a deadlock. \\r\\n\\r\\nYou probably are seeing the deadlock because of \\r\\n\\r\\nhttps://github.com/Netflix/conductor/blob/2c419cff934959f72bdb48284b433c6d26f52a24/mysql-persistence/src/main/java/com/netflix/conductor/dao/mysql/MySQLQueueDAO.java#L210\\r\\n\\r\\nThis is because of Pessimistic we implemented, but later realized this would cause deadlocks under heavy load. With this fix we are going to change as Optimistic lock. This would avoid the dead lock situation.\\r\\n\\r\\nIf you can recreate the deadlock, I want to see the behavior. can you run this command\\r\\nSHOW ENGINE INNODB STATUS \\G\\r\\n\\r\\n\\r\\n\\r\\n\\r\\n \\r\\n\\r\\n\\r\\n']",0.03846282840707261,0.76448161675818,0,0.15165728617616073,0,0.04508637430328027,0
['@apanicker-nflx - why would you think this happens on Travis-CI with GITHUB?\\r\\nI have installed Travis-CI docker image on my local machine and it works with no issues? Do you think if these tests *ServiceTest are running in parallel resulting into some k'],0.00013684618501423398,0,0,0,0.9993225831504674,0.00020572957382624797,0
['@apanicker-nflx - I think the problem is with WorkflowLegacyMigrationTest and WorkflowServiceTest sharing the same TestRunner class resulting into this race condition. I have made WorkflowLegacyMigrationTest as a simple test independent of TestRunner. the build succeeds. Can you look and tell me if you have insight on the rootcause?'],0.006401504103862391,0.9935430110265778,0,9.203773453609922e-06,1.4243427296577847e-05,0,0
"['Is the removal of ""SELECT ... FOR UPDATE"" in PEEK_MESSAGES on purpose?\xa0 Without it, this causes the occasional duplicate processing of tasks when running multiple instances of conductor.\\r\\n\\r\\nI must say that it is not as easy as just add ""FOR UPDATE"" to the select statement, because that ends up essentially locking the whole table if you don\'t provide an appropriate LIMIT.\xa0 The default is to ""LIMIT 10"", and if there are less than 10 records, this will prohibit not only updates to the locked rows, but also other rows as well as inserts to the table as a whole (MySQL 5.7).\xa0 I\'ve circumvented this by doing a SELECT COUNT within peekMessages() and using the resulting count instead of the passed in value if it is less.\xa0 Still a little bit of a race condition, but better than the alternatives.\\r\\n\\r\\nIf there\'s not a reason, I can submit a patch, or feel free to convert my description into code.\\r\\n']",0.006747751099876161,0.9318628702936518,0,0,0.051218990884295754,0.00986381074243224,0
"['@jvemugunta can you revert format changes, or mark code changes related to the fix?']",0.9850204801458063,0.011960568477807326,0,0,0,0.0027319424572374625,0
"['I am using Eclipse as an IDE and I am not sure how the formatting is the changing. Is there a . settings we can use for all developers who are using eclipse. This way the indentation and formatting is consistent for all developers \\n\\nSent from my iPhone\\n\\n> On Sep 23, 2018, at 11:33 PM, Charles Zhao <notifications@github.com> wrote:\\n> \\n> @jvemugunta can you revert format changes, or mark code changes related to the fix?\\n> \\n> â€”\\n> You are receiving this because you were mentioned.\\n> Reply to this email directly, view it on GitHub, or mute the thread.\\n']",0.00023495771410264558,9.366996166492659e-05,0,1.686793627416516e-05,0,0.9996535119408569,0
"[""@cyzhao we also met this problem the task status marked as 'IN_PROGRESS' and not execute anymore, I saw this issue here. So I want ask the question is @jvemugunta applied the changes with two classes change, but I saw only the WorkflowExecutor.java merged to release1.12.3 branch, we met that issue may caused the other class(ServerModel.java) not merged to this release branch?""]",0.029891378041058677,0.9692739150181239,0,0.00031499304460546267,0.00044483461347111735,0,0
"[""Hey @piokania Thanks for the PR. Couple of questions / concerns: Why is this GuiceContainer injected to SwaggerModule? Also, I see the builds have failed for this PR.\\r\\n\\r\\nAs it has been a while, I'm closing this PR for now. But, if you're still interested in merging this, please let me know and I'd be glad to reopen.""]",0.00016857951843420648,0,0,0,0.9997677621813781,0,0
['@cyzhao Should we record all the exceptions sent from conductor?'],0.008786037194981968,7.782311989807877e-05,0,0,0.0003274975447053407,0,0
"['Better yet, all the calls go through `executeWithRetry` method of `RedisDynoQueue` in `dyno-queues-redis` repository. Shall we submit a PR to that repo to include metrics in all exceptions thrown?']",0.015782650687649606,0.9713005784810549,0,0.0053001365214058035,0,0.007411515794000108,0
"['So, we are currently running this in our testing environment and will push up to production by the end of this week if things look good. Not sure if there is anything additional that I should do in this PR?\\r\\n\\r\\nAny other comments? Otherwise, it would be nice to get this code in.']",0,0,2.754727330110876e-05,8.988630176587334e-05,0,0,0
"['@kishorebanala any word on being able to patch this into 1.12? I also created another PR to patch this into Conductor 2.0. The pattern is a little different, but I was able to port most of what I wrote here to there. https://github.com/Netflix/conductor/pull/843']",0.2960162877469005,0.650021233306898,0.03343003271294685,0.016701973381227076,0,0,0
